,text,tag
29,下に溜まってるのがなんだからいやらしいですわね︎(ﾟ∀。),0.0
30,めすがき「くすくす♡きもちわっる♡あは♡」||ぼく「んぎゅッッッ!」(憤怒)(歓喜)(快楽)(即堕ち)(フル勃起)(我慢汁ダラダラ),0.0
31,【下野紘】下野さんはbl野郎だから男子校に入ってウハウハしたいんだよね,1.0
32,7/16夜中||殺人朝鮮同和部落解放同盟共が買い物で留守中に屋根に上りまた加害工作しやがった所から今夜も遠隔操作で除草剤などの薬物を流し入れ!||在日帰化韓国人|部落解放同盟|同和|創価学会|黒木町|田中設備|黒木建設|藪内薬品|同和利権|在日特権|日本人を殺し背乗り|日本の機関乗っ取られグル,1.0
33,でも俺、欲しいよ…||カフカに逆睡姦されているうちに性感帯開発されてて、ドクター主観では初めての行為な筈なのに乳首責め騎乗位でめちゃくちゃ気持ちよくなってしまい「ドクターってば弱っちいな♡w」されちゃう女性上位本…,0.0
34,エロ本を(ハイッ!)|買いましょう(ハイッ!ハイッ!)|みんなで輪になって,0.0
35,||なぜ日本でこれだけ多くの韓国・朝鮮人が偉そうにパチンコ屋を経営しているのか?||★自民党清和会=統一朝鮮邪教=ハザールマフィア傀儡||安倍【李】晋三下関事務所七洋エンタープライズ(朝鮮玉入れ屋)||,1.0
36,現場では、よくtシャツを褒められるけど、自前のイチモツは滅多に褒められないんだ。でもたまに「くり凡のって、サイズはともかく形はオシャレ」って言われるんだよね,0.0
37,まーたプロセカりーくでてんな!?踏んだ^^,0.0
38,緑タヌキは学歴詐称だから嘘つきに決っている。,0.0
39,アメリカはシナチョンにも空爆しろ,1.0
40,暴れる埒外たちに対して、フォーラムイーストはカウルを振り回し、立ちバック主義太郎はマグロライスっと噛みつき、かんたろー閣下忍び居茶臼主義太郎はカミカゼスキヤキゲーイシャーンと突っつきました。,2.0
41,これはやばすぎ。こういうジジイがいて、こういう考えもってるのが現実なんだよね。,1.0
42,証拠を取りづらい、||目に見えない犯罪に移行してるのに||いつまでたっても||「証拠持ってきて」では||時代にそぐわない組織とされて||しまいますよ。||嫌がらせの生活保護不正受給者や||防犯パトロールはカットして||本当に必要なもの、人に||税金を使いましょうよ。,0.0
43,でもお前人に素人童貞って言うことしかできないキモオタ童貞じゃん。,1.0
44,部落解放同盟内に||集団ストーカー加担者達が️いましたら||僕への主犯の理由はあります|(説明は投稿済)||集団ストーカーは|殺人も犯しました犯罪者集団です||実母は近いうちに|集団ストーカーの電磁波etcで|殺されますかも知れません||僕は助けたく投稿||滋賀県近江八幡市鷹飼町北名;石井,2.0
45,広報機関政治家の手先だったのは歌詞に言われてたのね||大麻が世界的にも解禁されだしたのは、↑こういうロックや報道機関があってからだろ。fm東京は大本営的な扇動報道しか流せないのか? |チョウセン民主主義人民共和国イッテロ,1.0
46,じつは私の裏アカなので私と肛門性交致しましょう。,0.0
47,遅漏ってそんな問題なんか?遅漏じゃないからわからんけど。そもそもやったことないからわからんけど,0.0
48,なぜ「必要」だと思うのだろう。|ヘテロ不妊カップルだろうが同性愛者だろうが無性愛者だろうが|「自分の遺伝子を残す必要」なんてものはないよね。権利どうこうの問題でもない。||風俗は勿論やりたい人たちはやればいいが、男にとって「必要」というのはおかしい。|自慰行為で充分だろう。,0.0
49,ついにでた。|反政府が反日。|日本は民主主義国家ではない?,0.0
50,浮気性は治らないって世の中みんな知っているのに|痴漢も覗きも常習犯って世の中みんな知っているのに||麻薬中毒だって、アルコール中毒だって、ニコチン中毒だって、医療のお世話にならなきゃやめられないって世の中みんな知っているのに|なぜ育児放棄した親が子育て出来ると信じるの?|,0.0
51,>すごく汚いこと<||老人を入党させてデモやポスティングに酷使したり|大学生騙して民青(共産党青年部)に入れて一生こき使ったり|天引き感覚で党費搾取したり|赤旗買わせて運営費にして政治資金使途報告義務逃れたり||本当に|>私たちが知らないところで<|起きていますよね。,1.0
52,犬鳴村観たんだけど獣姦耐久のない私には設定だけでもきつかった…う…ホラー映画得意なのにこういうアングラな性癖設定みたいなのつけられるとダメになっちゃうんだよなあ怖いというか、メンタル的に…どうしてもエロ本クリムゾン育ちじゃないからな…,0.0
53,なんだ?爆笑爆笑爆笑爆笑爆笑|逆レイプ?,0.0
54,dd版衣装で女の体になって欲しいむちむちeカップにパイズリされて死にたい,0.0
55,この様な朝日新聞をまだ漫然と購読している平和ボケ老人値上げしているのも気づかない?喫茶店理美容待合室病院待合室などまだ惰性で置いている反日メデア朝日新聞を無闇に置くな読んだ一般人が左傾化する!,1.0
56,オリパラのオリが来た|オリパラのパラが来た|そしてデルタがここに来た|tv見ろ街に出ろ自宅に籠もれ|意味不明朝令暮改理解不能||自公の支持率おちる時|銀座にバッハが繰り出して||コロナが拡がる|コロナが爆発|コロナコロナコロナ|コロナが打ち勝つ,2.0
57,見透かされてるんだよ…|老ぼれにとっては何もかも政治利用だが|性悪な人間故うまく行くことはない|価値のないクズはゴミ箱へどーぞ||被爆体験者首相あいさつに憤り2021年8月9日,1.0
58,それまで分裂し争っていた|五輪歓迎派、五輪アンチ、右翼、左翼、男、女、ヤリチン、童貞、アゲマン、サゲマン、それら全てが皆手を取り合い、たかしに牙を剥いている。素晴らしい。我々が忘れていた〝団結〟と〝融和〟をもたらしたのだ。五輪に今度から輪切りにしたたかしを加えて六輪にしてほしい,2.0
59,知識人と名乗って日本の為に何もしないアホより、日本が置かれてる状況を良しとせず声をあげるネット右翼のほうが遥かにマシですね。,1.0
60,インテリで、通常はまともな事を言っている人も、男女の事となると筋の通っていないトンデモ発言をする。,0.0
61,"でもこれを日本人が本気で非難したらレイシスト被害妄想ネトウヨ扱いするんだろ?|日本低能マスコミの二枚舌報道はよく分からん。||【独自】日本の高級ブドウなぜ“韓国産""?無断栽培か直撃に「大目に見て」(フジテレビ系(fnn))",0.0
62,すいません可愛くて優しくて一緒に勉強してくれて外ではツンツンしてるけど家ではデレデレで基本無表情で照れる時凄い顔に出て白髪で微乳で青色の目で好感度maxな彼女どこですか?,0.0
63,私は津田大介を「糞チョン」というリストに入れてます。,1.0
64,そして国民の殆どは士農工商で言えば後ろ三つなのでそんな情けをかけることも無いという,0.0
65,ワクチン接種が進んできているので見直しに着手するのは当然の流れですね|コロナ脳・ゼロリスク教信者・感染者数原理主義者の反対を押し切ってやり切って欲しいですね!,0.0
66,援交詐欺師が黙れ,2.0
67,エロ紳士求むです電マちょっと強すぎるんだよね。弱でずっと当てられてたい(〃ノωノ),0.0
68,最近カウパーでる量少ないから…おちんこの皮が結構痛くなる…|頻繁にしてないと戻るのやだな…,0.0
69,↓日本の場合は戦中だけ反省すればすむわけではなく、国民国家としての成立過程自体を否定しなければいけないから。ドイツだって第2帝国時代の植民地主義にメスが入れられるのはやっと最近になってからだし。,0.0
70,"女性をモノ扱いという文脈で語るには、後継者に捧げんとばかりに父親に錬金術の刺青を施されてしまったホークアイの方が適切。ブラッドレイはそもそも国策で人種差別(イシュヴァール人弾圧)した国のトップ。/ “綾野辻子氏、ハガレンの女性差別シーンを発見か️- togetter""",0.0
71,しばき系残党というか|あの界隈はしばき隊と連帯しちゃったんです。|どうしようもない。|しょっちゅう左派内で内ゲバリンチしてますよ。|内輪ネタで騒がれてもわからないんですけども。|野間がどうのとか言ってたりレインボーパレードでtokyo no hateとかやってます。,0.0
72,ガチホモ脳筋先輩やん,0.0
73,売国奴!|嘘捏造だけしか言わない。|信用できるか!|慰安婦捏造の責任取れ,1.0
74,フェミの人は良かれと思って言ってるみたいだけどおれからすると弱い男を罠に嵌めて追い落そうとする悪魔のささやきのようにしか聞こえない。||自分の口からは絶対言えない。無責任すぎるから。,0.0
75,寝取り以外は割と大丈夫なので、どんどんお話しましょう…!,0.0
76,近年の自民党政権がとことん馬鹿だと思うのは、大分以前に決めたであろう歴史修正・排外主義煽動→安倍万歳五輪万歳国威発揚→改憲達成、の既定路線を、コロナという大災害が発生しても、臨機応変させる事なく強行し続けている点。生涯憎悪しかない自民党でも、ここまで堕ちるとこまで堕ちるのかと呆然,0.0
77,よく喋るな豚野郎…扉を埋め固めてる間に巨人が待ってくれる保証がどこにある?てめぇらの言う我々ってのは…てめぇらが肥えるために守ってる友達の話だろ?土地が足りずに食うのに困ってる人間は、てめぇら豚共の視界に入らねぇと?,1.0
78,日記|いや、そりゃあね、毎日のように色んなタイトルのfa見て「キャ-ッ推しがエッチ-ッ」とか言ってますよ、||でもね、3次元のあれそれに興味はないのよ、めっちゃ裏垢にフォローされるし…あとこれは初なんですが、さっき昼に成人向けの玩具の業者からdm来た未成年にそういうことせんで欲しい,0.0
79,役満で草|プラスでネトウヨorパヨクも追加で,0.0
80,私なら「tv見ない」運動を展開する||地デジになってから、tv点けるだけで視聴率カウントされるんだぜ||tvのプラグを抜いてしまえ!と私なら叫ぶな。||国家機密情報保護法、戦争法、共謀罪その他の悪法は決まりという流れになってからtvは批判し始める。|分かる、そういうタイミングでずっと来ている。,0.0
81,ジジイ(ニヤリ)「お前何ビビってるんだよ!|だったら言ってくるなよ。|謝れよこの辺住めなくするぞ!」|チョロ(`ーωー´)イラッ|チョロの車のドラレコに録音入らないように顔の目の前まで行って「お前なこっちが優しく言ってるのに調子こくなよ!|いいから早く呼べや(・᷄д・᷅)アー」おっと本音が,0.0
82,ありがとうううう‍️‍️‍️‍️️️️️|本駒掛けと何が違うのかってところだけど…乱れ牡丹のほうが深く入るんだろーなあーと|ハァハァ本当に良いのかしら…これは夢…?現実…?|ゆきちゃ、まったり全裸で待ってるね…️‍,0.0
83,誰のおなら絵を書こうかな?|いや、アナルセックス絵も羞恥プレイ絵もいいね。,0.0
84,夜の夜中に民青と新宿ふらついてた奴がなに言ってんだ,0.0
85,なんか近所からちんこーまんこーって叫んでる人いて窓の外見たら小学生の男の子2人だった。|最近の子ってそんなこと言うの?,0.0
86,ポルチオを奥の方ですが、私指長いのでとどいちゃいます♡それもそこだけではやっぱりダメかなって(。-∀-)にや♡,0.0
87,【グラブル】ベアトリクス「みんなのトコ…戻れなくていいから…グラン、もっと…♡」水着姿のベアトリクスがグランにおっぱいを見せつけて挑発したら人気のない所に誘い込まれて青姦イチャトロh!【エロ漫画同人誌】|ぶひドウ!エロ漫画同人誌,2.0
88,日本の事を尊重しねぇ多文化共生とかクソ喰らえやわ!,1.0
89,チャイナと北鮮に言ってやれ!核を放棄しろと!そして、お前らは非人道的過ぎると!,1.0
90,特に天津なんかアバドンを「匿名でしかイキがれない烏合の衆」的な感じで表現してたがこんなの麻薬の売人が麻薬中毒者を見て「薬に溺れたキ○ガイどもが」って言ってるのと変わらない気がする。,1.0
91,がに捕まった。可愛そうだ。弱い国になってしまった日本国の漁師は本当に可愛そうだ。日本も又血税を巻き上げられるのだろう。ソ連がつぶれて大統領の時に4島を取り戻せなかった首相のせいだ。首相と元首相橋本が会った。反省しろと言いたい。,0.0
92,女ってわりと正直胸に関してってそんな気にしてなくて、気にしてないだけに体のコンプレックスで貧乳あげる時って男へのリップサービスだったりするよね…どうでもいいからこそ気楽に言えるし。,1.0
93,犯人は|カノ女欲しく羨ましくてモンモンとしたんだろ|軽視して無いじゃん|大好きじゃん|反日売国奴の政党やその、回りなんか|援交、貧困調査、ハイハイ、14歳とセックスとか|女性軽視どころか変態じゃん|女性議員なんか|関西生コンじゃん!,1.0
94,オリンピック反対派の招待が判明した|革マル派の連中70人程がある建物内から|垂れ幕を持ち街に大声を上げながら||練り歩き、その垂れ幕には漢字無し|少々のおでん文字があった||現在の革マル派は、おでん文字の|集団なんだ,1.0
95,ちゃんと赤色のチェアにしてるのはやばいですw|今更ながら電マという案もありましたな,0.0
96,"産廃屋と闇組織の組織票かw|セクハラ野次「塩村都議」の衆院選出馬に“待った""父親の過去が問題に",0.0
97,与党であるからこそ、当然、国民は批判もするし評価もする。民主主義とはそういうもの。||親中媚中派と野党は全てが論外なんです。|在日帰化人には通じない。|特に最近の野党は無能が多い,1.0
98,「創価学会を世に問う*103」邪教創価学会員は貧しいから学会員になったのでは無い。邪教に興味があったわけでもない。生活保護受給者となる為だ。区役所に一緒に行き手続きのアドバイスをする。如何にも知ったか振りの慣れたものだ。そこが付け目だ。断れない様にし学会員となり邪教創価学会の固定資産,1.0
99,【games:full hd】宅配ちんこ和樹編、デカマラ大好き!鹿児島の専門学生ルイくん20歳!大好きな和樹(かずき)20歳のデカマラ兜合わせで超興奮我慢汁ダラダラ!||,2.0
100,同じ日の朝に、別のイケメンの太マラ手コキしてイカせてあげたのもくっそエロかったな笑|ほんとは潮吹きさせてあげたかったけど時間なくてイカせて終わりだったけど。,0.0
101,ギャル男が征く日本旅京都|金閣寺しょぼくね編,0.0
102,監視社会がエスカレートすると、一体どんな国と化すのか…?中国が、その悪しき代表例だ。国民から人権と自由を奪い、解放と称して他国を侵略し、従わない人間を虐殺する。まさに独裁国家だ。|,1.0
103,日本は全面的に中国侵略戦争を起こしたと数回中国庶民の虐殺、韓国同胞の南京大虐殺を殺害し、同年、韓国は日本に対していかなる制裁や軍事行動に、君たちはむしろ近代午戦争、中国を侵略戦争を起こしたなど、米国の場合はいじめのあなたは、なぜあなたが来ると中国を攻撃し、自衛戦?,2.0
104,【8/7土今日のohアラート】|・発信回数125回(22時以降8回)|・普天間は動かなかった?|・オスプレイ情報1回?|・嘉手納戦闘機朝うるさく| (全発信の約4割50件くらい)|・嘉手納深夜2時台飛行あり|※先週に続いて土曜なのに戦闘機うるさい日だった。何してるのこれ?|,0.0
105,なんかコメント欄で学校名言うデリカシーないクズどもがいるけどさ、|twitterも監視してんのか知らないけど普通にクソだるいからやめてくんね|誰かわかんないから名前出せないけど名前分かったら潰すから|普通にキモイぞ|普通にいじるのはいいけど名前と最寄り駅と学校名ばらしたらしばくかんな,1.0
106,いじめ行為はあってはならないと思います。|ただ今は障害者への自慰行為、食糞強要をした人物として認知され攻撃されているのは明確に誤りなので、そこは正されるべきと考えます。これは1人の人間を複数で攻撃する=いじめはあってはならないという動機と同じものです。,0.0
107,love |手コキ/脚コキ/脇コキ/乳首/耳舐め/機械/触手/玩具/焦らし/フェザータッチ/拘束/バキュームベッド/ピチピチスーツ/エロ衣装/マッサージ/裏筋/亀頭責め/潮吹き/ローションガーゼ/前立腺/尿道/ペニバン/淫紋/催眠/洗脳/調教/開発/奴隷/ヒトイヌ/監禁/雌堕ちなど…♡,2.0
108,avは昔はオーディオビジュアルの略だったのに、今はアダルトビデオの略だもんね。あと5年もすればアナルとヴァギナになるよ,0.0
109,楽しいことしたいなんーセックスしたい,0.0
110,後になって思えば、チンさんは完全に不能(インポテンツ)になっていますでしょうし、ラウラを想ってチンポ切り落としてる可能性まであるんですよね…|セックスくんの心配、杞憂…|しかしてセックスくんを案じてリラックスさせてあげようとエロセックスに興じるニアちゃん、必要…,0.0
111,寝取られ女子マネージャー大好きな彼氏を守るため、絶倫チンポな野球部監督とザーメン中出しnature,2.0
112,発達では二重返信が改められずに解雇される人もいます。全社と同業組合に解雇理由書がfaxされ、現在河原者になっています。,0.0
113,絶賛歴史捏造中|らしいです、その国。,1.0
114,焼豚「大谷すげえ!」サカ豚「久保すげえ!」バスケ豚「八村すげえ!」,1.0
115,【ツイートの語尾でわかる性格】w→野外プレイ大好き。→むっつりすけべ顔文字→変態ドs ?→ドmビッチ!→巨乳絵文字→絶倫なにもない→放置プレイ大好き(笑)などの()系→好きな体位は正常位それ以外→まじめで誠実,0.0
116,宗主国?が日本?|また嘘歴史?|韓国の嘘だけで、もうウンザリなんだが,1.0
117,不如帰の好きな体位|1位バック|2位立ちバック|3位寝バック|4位座位(唐草居茶臼)|バック好き,0.0
118,ドイツをかいかぶりすぎ。移民排斥やネオナチが今もいるし、今や第3帝国のように戦うまでもなく第4帝国を築いてるからなぁ。経済的な植民地帝国を築いて隣国から搾取する方法を見つけた。どの国も変わらない。アメリカは今なお原爆使用を肯定してるし、ソ連や中国は今も独裁で自国民の殺害を続けてる,1.0
119,メディアが自宅療養を攻撃しだしたら日本は本当に壊滅してしまう。コロナ脳に病床を占有され本当に助かる命も助からなくなる。今までの偏向報道のなかで一番悪質だ。|,0.0
120,ヤリマンビッチに逆レイプされたい,0.0
121,ネット左翼の気持ち悪さが異常。|安心したいから政権交代って、なんで政権交代先に安心の保障がある前提なんだ。|まずネット工作員取り締まれよ。,1.0
122,立憲、社民の議員さんたち(今のところ共産はないかな)が、山中のツイートをrtするから、tlが不愉快。,1.0
123,女体化、♡喘ぎ、汚喘ぎ声と俺の大好物詰め合わせセットなんよね…早く続き読みてぇ,0.0
124,ハン、ほかの騎士(まぬけ)どもと違って、武功や神秘には興味がないからな。封印のはずが解除に積極的なんて、馬鹿なことにはならないだろう。あんな見ていられないヤツは、せいぜい眠れるだけ眠っておけばいいんだ,0.0
125,痴女かぁ・・・・・そそられる!(掘られ糖),0.0
126,でも組織的に強制はしていないと、河野談話は言っていますので、この場合は警察官加藤の単独犯行だということに【韓国との間で政治的に擬制された】ということでしょう。||自発的に売春をしているというと、韓国で肩身が狭いから、そうすることで、自発的な売春婦ではないということにはできました。,1.0
127,精一杯しないとビンタだから必死にしゃぶってるけどこの後全然ビンタするんだよな。笑||たま裏→根元→竿側面→裏筋→亀頭→ディープスロート|って叩き込んでるから言わなくてもちゃんと丁寧に出来る子になってくれた️,0.0
128,韓国の保守系新聞「中央日報」に載ったコラム|一見親日的に見えるが、全くトンデモナイ。|これには騙されてはいけない。||「(中央日報コラムの的外れ)韓国は言葉ではなく行動を!」|,1.0
129,ロマニは同情する、それはそれとして茶番もやる|ぐだ強姦事件から夏イベ無人島までは基本何も起こらないはず…バレンタインも多分、起こってないはず||ソロモン前夜でマシュと寝て、二部に突入して性的にハジけたかな?,0.0
130,csis、日教組、民団、総連全て母国の予算で日本に住み付き日本で諜報活動してる輩。しかし逆らえない日本の首相は歴代震え上がり役立たず。だから沖縄や本土も米軍基地で数千億払って迄いるし竹島は韓国のまま、尖閣は中国の管轄下に!全て戦後から騙されている戦後のトルーマン語録を読めばわかるよ!,1.0
131,1番は貝合わせ。これに尽きる,0.0
132,「創価学会を世に問う**01」邪教創価学会は幸せな家庭を許せない。地域で活躍する者など一切信用しない敵とみなす。邪教創価学会批判者が地域で好かれているならなをさら許さない。朝鮮民族の考え方と全く同じ。朝鮮宗教は日本国民には合わないのは当然である。邪教創価学会は日本国の確かな敵である。,1.0
133,足コキって汚そう(汚そう),0.0
134,射精を伴わない結果として何度もオーガズムに達することができることや(マルチプルオーガズム)、ペニスだけではなくより広範囲の性感帯を、時には全身を快感が襲うことから、女性が経験するオーガズムに類似の生理現象と考えられている,0.0
135,もう正体はわかってる...|恐産党のシンパとバイトできてる左傾年金老人,1.0
136,女性の自慰行為についての漫画だけど、これを見て何をくだらない漫画を…と思ってる人には向いてないと思う,0.0
137,飲尿水,0.0
138,はにかむような笑顔がとても可愛人妻さんです♪|電マが好きとの事で、責め好きのお客様は是非とも!そらさんを潮吹きさせて下さい☆|,2.0
139,東京新聞:「アイヌ」ヘイト頻発反「差別」声上げる時:特報(tokyo web) ←『全国各地で広がっている…』って…嘘つくな、東京新聞!…在日朝鮮、韓国人に対する問題とアイヌの方々の問題を同列に並べる事こそ差別でしょ,0.0
140,←バッティングマシンのこと、ペッティングマシンって言っちゃって女性派遣社員から幻滅されてる30代独身男性,0.0
141,オンデマンドだけで|nhk吹っ飛ばして|ソフト・オン・デマンド|と思って|?あの会社がフェミ?|え?ってなった,0.0
142,ツイッターでセンズリという言葉が一人歩きしている気がする,0.0
143,先日の恫喝といい、こんなんばっかするから撮り鉄はーって言われるんやで。|側から見たらただの犯罪者集団やん。,1.0
144,てか、さっきみたら、|テレ朝はネオコンの大新聞か。|溢れるヤジ闘魂?|あれやん。あれ。|今や一橋並みに耐えないと終るレベル高い表現は、かけない。かけないのだ。,0.0
145,受け止める。寧ろ炎上なんか糞くらえ,0.0
146,ことし初めての筆おろしして欲しい人いる?私はもうしちゃったけどいるよ,0.0
147,強引/脅迫/調教…|下品/無様/危ノ系統大好物|グロ/透過/メタ以外ng無|| ⇒玩具/拘束/尻穴/二穴/イラマ/乳首責/スパンキング/ピアス/蟹股ポーズ/腰ヘコダンス/エロ衣装/嵌め撮り/落書き/土下座/敗北宣言/催眠洗脳/ボテ腹/野外/おばさん扱い/罵倒等,2.0
148,ccpが倒れても良い国になるとは限らないけど、|とりあえずccp対一般中国人で内ゲバしてもらい、ccpに潰れてもらう作戦が一番早くて安くて実現可能かと。||中国人全員相手に、外国が助けてくれるのを待つよりは(可能性は低い)|支那大陸にいる人でどうにかする=内戦||ccpと中国人の区別はその手伝い,1.0
149,黒光りする照り焼き桃尻!痙攣痙攣痙攣痙攣痙攣!ギャルトランス絶頂痙攣淫乱se●||黒ギャル最高|,2.0
150,チャイナ資本ですから、、岡田民主,1.0
151,将棋の駒で「女騎士」っていうのがあったら面白そう…敵陣にたどりつくと成って「マゾ牝」になる,1.0
152,巨乳大学19歳エリーが二穴同時挿入後にザーメンを与えられた,0.0
153,ラジオ第1放送を用いた、主に田舎の爺さん婆さんを標的とした毒電波攻撃は早朝から、卑劣極まりない程度にまでエスカレートしてます。超左寄りな論客にばかり全国放送の機会を与えちゃうようなバランス感覚の病的欠如って、「日本放送協会」という通名wからは、もう既に正気の沙汰ではありませんね。,1.0
154,「旧日本軍の慰安婦強制連行を否定」をだめってことは、貴方は反日左翼ってことですね。|河野談話の見直しは世論がちゃんとokしているし、慰安婦問題が存在しなかったことと韓国が嘘ついてることは、数々の事例から明らかになってるのですよ!,1.0
155,高速騎乗位の動画ほしい?クリスマス限定,0.0
156,「きゃうぅうぅぅイクッ触手でイっひゃうぅううぅ!」|大量顔射とぶっかけ、そして二穴同時射精で一気に絶頂させられてしまうイオリ|「媚薬クリームしゅごいぃっおま〇こっ触手チ〇ポのとろとろクリームでいっぱいに、されへるぅ」,2.0
157,4日も、愛撫とキスで焦らして|5日目に、ようやく陰部に触れてさらに焦らして、30分挿入したまま何もしなくて、その後40分腰を動かし続けなきゃいけないセックスって、それもう、smでは?,0.0
158,クリトリス吸引なう。たまに吸引とめて、クリしこしこしてます。クンニとか、誰かにいじめてほしいですデカクリ,0.0
159,控え目に言って本当にクソ。|韓国も北朝鮮も関わってはダメ。|国交断行の上、日本国籍に帰化しない在日韓国朝鮮人は即韓国か北朝鮮に強制送還すべき。|「理解できない」韓国テレビ局、相手のオウンゴールに「ありがとう」の字幕で波紋(football zone web)|,1.0
160,ヘテロだろうが同性愛者だろうが無性愛者だろうが自分から話題に出してこないってことは本当に興味無いかあったとしても少なくともお前に言うつもりはないんだよ…キモすぎる…自分の親が家の外でそんなクソみたいな話題かましてたのショックなんだけど,0.0
